"","SS_NoSpace","SiteSeriesLongName","SpecialCode","Special"
"2803","ICHmc2/01$Atpw.2","At – Pink wintergreen",NA,NA
"2804","ICHmc2/01$Atss","At – Saskatoon – Snowberry",NA,NA
"2805","ICHmc2/01$Atss.1","At – Saskatoon – Snowberry",NA,NA
"2806","ICHmc2/01$Atss.2","At – Saskatoon – Snowberry",NA,NA
"2807","ICHmc2/01.1","Hw – Step moss; Hw(Cw) variation",NA,NA
"2808","ICHmc2/01.2","Hw – Step moss; BlSx variation",NA,NA
"2809","ICHmc2/01a","Hw – Step moss; Mesic",NA,NA
"2810","ICHmc2/01a$Atpw","At – Pink wintergreen",NA,NA
"2811","ICHmc2/01a$Atpw.1","At – Pink wintergreen",NA,NA
"2812","ICHmc2/01a$Atpw.2","At – Pink wintergreen",NA,NA
"2813","ICHmc2/01a$Atss","At – Saskatoon – Snowberry",NA,NA
"2814","ICHmc2/01a$Atss.1","At – Saskatoon – Snowberry",NA,NA
"2815","ICHmc2/01a$Atss.2","At – Saskatoon – Snowberry",NA,NA
"2816","ICHmc2/01a.1","Hw – Step moss; Mesic; Hw(Cw) variation",NA,NA
"2817","ICHmc2/01a.2","Hw – Step moss; Mesic; BlSx variation",NA,NA
"2818","ICHmc2/01b","Hw – Step moss; Submesic",NA,NA
"2819","ICHmc2/01b$Atpw","At – Pink wintergreen",NA,NA
"2820","ICHmc2/01b$Atpw.1","At – Pink wintergreen",NA,NA
"2821","ICHmc2/01b$Atpw.2","At – Pink wintergreen",NA,NA
"2822","ICHmc2/01b$Atss","At – Saskatoon – Snowberry",NA,NA
"2823","ICHmc2/01b$Atss.1","At – Saskatoon – Snowberry",NA,NA
"2824","ICHmc2/01b$Atss.2","At – Saskatoon – Snowberry",NA,NA
"2825","ICHmc2/01b.1","Hw – Step moss; Submesic; Hw(Cw) variation",NA,NA
"2826","ICHmc2/01b.2","Hw – Step moss; Submesic; BlSx variation",NA,NA
"2827","ICHmc2/02","HwPl – Kinnikinnick – Cladonia",NA,NA
"2828","ICHmc2/02$Atki","At – Kinnikinnick",NA,NA
"2829","ICHmc2/02$Epdh","Ep – Douglas' maple",NA,NA
"2830","ICHmc2/03","HwCw – Oak fern",NA,NA
"2831","ICHmc2/03$Atcv","At – Canada violet",NA,NA
"2832","ICHmc2/03$Atpw","At – Pink wintergreen",NA,NA
"2833","ICHmc2/04","CwHw – Devil's club – Oak fern",NA,NA
"2834","ICHmc2/04$Atcv","At – Canada violet",NA,NA
"2835","ICHmc2/05","Sx – Devil's club – Lady fern","FR","frost"
"2836","ICHmc2/05$Atha","At – Hardhack",NA,NA
"2837","ICHmc2/05$Atlf","At – Lady fern",NA,NA
"2838","ICHmc2/06","ActSx – Dogwood","Fm","mid fluvial bench"
"2839","ICHmc2/06a","ActSx – Dogwood; High-bench",NA,NA
"2840","ICHmc2/06b","ActSx – Dogwood; Medium-bench",NA,NA
"2841","ICHmc2/07","CwSx – Horsetail – Skunk cabbage",NA,NA
"2842","ICHmc2/07$Atha","At – Hardhack",NA,NA
"2843","ICHmc2/07$Atlf","At – Lady fern",NA,NA
"2844","ICHmc2/08","SbSx – Scrub birch – Sedge","CA","cold aspects - cold air"
"2845","ICHmc2/09","Hw – Cloudberry – Peat moss",NA,NA
"2846","ICHmc2/10","Sb – Soft-leaved sedge – Peat moss",NA,NA
"2847","ICHmc2/11","Sb – Buckbean – Peat moss",NA,NA
"2848","ICHmc2/12","Sb – Skunk cabbage – Peat moss",NA,NA
"2849","ICHmc2/51","PlHw – Feather moss",NA,NA
"2850","ICHmc2/52","SxEp – Thimbleberry – Hazelnut",NA,NA
"2851","ICHmc2/53","AtEp – Dogwood",NA,NA
"2852","ICHmc2/54","SxEp – Devil's club",NA,NA
"2853","ICHmc2/55","Mountain alder – Mitrewort",NA,NA
"2854","ICHmc2/56","Drummond's willow – Bluejoint",NA,NA
"2855","ICHmc2/Fl02","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"2856","ICHmc2/Wb12","Scheuchzeria – Peat moss","Wb","wetland bog "
"2857","ICHmc2/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"2858","ICHmc2/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"2859","ICHmc2/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"2860","ICHmc2/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"2861","ICHmc2/Ws01","Mountain alder – Skunk cabbage – Lady fern","Ws","wetland swamp"
"2862","ICHmc2/Ws02","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"2863","ICHmk1/101","CwSxw – Falsebox",NA,NA
"2864","ICHmk1/102","Fd – Penstemon – Pinegrass",NA,NA
"2865","ICHmk1/103","Fd – Juniper – Pinegrass",NA,NA
"2866","ICHmk1/104","Sxw(Lw) – Grouseberry – Feather moss",NA,NA
"2867","ICHmk1/105","FdLw – Falsebox – Pinegrass",NA,NA
"2868","ICHmk1/110","CwSxw – Gooseberry – Foamflower",NA,NA
"2869","ICHmk1/111","SxwCw – Devil's club – Oak fern",NA,NA
"2870","ICHmk1/112","Sxw(Cw) – Horsetail – Oak fern",NA,NA
"2871","ICHmk1/Ff01","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"2872","ICHmk1/Ff01a","Water birch – Red-osier dogwood – Rose; Fringe phase","Ff","fringe fluvial "
"2873","ICHmk1/Fl01","Mountain alder – Common horsetail","Fl","low fluvial bench"
"2874","ICHmk1/Fl02","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"2875","ICHmk1/Fl04","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"2876","ICHmk1/Fl05","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"2877","ICHmk1/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"2878","ICHmk1/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"2879","ICHmk1/Gb21","Juniper – Kinnikinnick – Strawberry","Gb","brushland"
"2880","ICHmk1/Gg11","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"2881","ICHmk1/Gg11$2.1","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"2882","ICHmk1/Gg11$2.4","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"2883","ICHmk1/Ro05","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2884","ICHmk1/Ro05.1","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2885","ICHmk1/Ro09","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2886","ICHmk1/Ro09.1","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2887","ICHmk1/Ro09.2","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"2888","ICHmk1/Rt01","Rocktripe – Green map","Rt","talus"
"2889","ICHmk1/Rt02","Rock moss – Clad lichen","Rt","talus"
"2890","ICHmk1/Rt03","Raspberry – Feather moss – Clad lichen","Rt","talus"
"2891","ICHmk1/Rt07","Aspen – Juniper – Rocktripe","Rt","talus"
"2892","ICHmk1/Rt07.1","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"2893","ICHmk1/Rt07.2","Juniper – Rocktripe","Rt","talus"
"2894","ICHmk1/Rt08","Aspen – Douglas' maple – Saskatoon","Rt","talus"
"2895","ICHmk1/Vh01","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"2896","ICHmk1/Vh01.1","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"2897","ICHmk1/Vh01.2","Cow parsnip – Fireweed – Bluejoint","Vh","avalanche herb"
"2898","ICHmk1/Vh11","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"2899","ICHmk1/Vs02","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"2900","ICHmk1/Vs10","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2901","ICHmk1/Vs10.1","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2902","ICHmk1/Vs10.2","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2903","ICHmk1/Vs11","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2904","ICHmk1/Vs14","Saskatoon – Snowberry – Strawberry","Vs","avalanche shrub"
"2905","ICHmk1/Wb16","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"2906","ICHmk1/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"2907","ICHmk1/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"2908","ICHmk1/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"2909","ICHmk1/Wf07","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"2910","ICHmk1/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"2911","ICHmk1/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"2912","ICHmk1/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"2913","ICHmk1/Wm04","Common spikerush","Wm","wetland marsh"
"2914","ICHmk1/Wm05","Cattail","Wm","wetland marsh"
"2915","ICHmk1/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"2916","ICHmk1/Wm09","Inflated sedge","Wm","wetland marsh"
"2917","ICHmk1/Wm15","Bluejoint – Water sedge","Wm","wetland marsh"
"2918","ICHmk1/Ws02","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"2919","ICHmk1/Ws04","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"2920","ICHmk1/Ws06","Sitka willow – Sitka sedge","Ws","wetland swamp"
"2921","ICHmk1/Ws07","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"2922","ICHmk1/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"2923","ICHmk1/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"2924","ICHmk1/Ws10","CwSxw – Skunk cabbage","Ws","wetland swamp"
"2925","ICHmk2/01","CwSxw – Falsebox – Knight's plume",NA,NA
"2926","ICHmk2/02","Fd – Juniper – Pinegrass",NA,NA
"2927","ICHmk2/03","Fd – Falsebox – Pinegrass",NA,NA
"2928","ICHmk2/04","CwSxw – Douglas' maple – Fairybells",NA,NA
"2929","ICHmk2/05","CwSxw – Oak fern – Bunchberry",NA,NA
"2930","ICHmk2/06","Sxw – Horsetail",NA,NA
"2931","ICHmk3/01","CwSxw – Falsebox – Knight's plume",NA,NA
"2932","ICHmk3/02","FdCw – Wavy-leaved moss",NA,NA
"2933","ICHmk3/03","CwSxw – Soopolallie","IN","insolation"
"2934","ICHmk3/04","CwSxw – Oak fern – Cat's-tail moss",NA,NA
"2935","ICHmk3/05","SxwCw – Oak fern","FR","frost"
"2936","ICHmk3/06","CwHw – Devil's club – Lady fern",NA,NA
"2937","ICHmk3/07","CwSxw – Devil's club – Horsetail",NA,NA
"2938","ICHmk3/08","Pl – Water sedge – Peat mosses",NA,NA
"2939","ICHmk3/Wb07","Pl – Water sedge – Peat mosses","Wb","wetland bog "
"2940","ICHmk3/Wb12","Scheuchzeria – Peat moss","Wb","wetland bog "
"2941","ICHmk3/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"2942","ICHmk3/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"2943","ICHmk3/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"2944","ICHmk3/Wf06","Slender sedge – Buckbean","Wf","wetland fen"
"2945","ICHmk3/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"2946","ICHmk3/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"2947","ICHmk4/101","CwSxw – Falsebox",NA,NA
"2948","ICHmk4/102","Fd – Snowberry – Oregon-grape",NA,NA
"2949","ICHmk4/102a","Fd – Snowberry – Oregon-grape; Xeric phase",NA,NA
"2950","ICHmk4/102b","Fd – Snowberry – Oregon-grape; Subxeric phase",NA,NA
"2951","ICHmk4/103","Fd – Douglas' maple – Falsebox",NA,NA
"2952","ICHmk4/110","CwSxw – Oak fern",NA,NA
"2953","ICHmk4/111","CwSxw – Devil's club",NA,NA
"2954","ICHmk4/112","SxwBl – Horsetail","FR","frost"
"2955","ICHmk4/Fl01","Mountain alder – Common horsetail","Fl","low fluvial bench"
"2956","ICHmk4/Fl02","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"2957","ICHmk4/Fl04","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"2958","ICHmk4/Fl05","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"2959","ICHmk4/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"2960","ICHmk4/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"2961","ICHmk4/Ro05","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2962","ICHmk4/Ro05.1","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2963","ICHmk4/Ro09","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2964","ICHmk4/Ro09.1","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2965","ICHmk4/Ro09.2","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"2966","ICHmk4/Ro10","Huckleberry – Rock moss – Haircap moss","Ro","rocky outcrop"
"2967","ICHmk4/Rt01","Rocktripe – Green map","Rt","talus"
"2968","ICHmk4/Rt02","Rock moss – Clad lichen","Rt","talus"
"2969","ICHmk4/Rt03","Raspberry – Feather moss – Clad lichen","Rt","talus"
"2970","ICHmk4/Rt07","Aspen – Juniper – Rocktripe","Rt","talus"
"2971","ICHmk4/Rt07.1","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"2972","ICHmk4/Rt07.2","Juniper – Rocktripe","Rt","talus"
"2973","ICHmk4/Rt08","Aspen – Douglas' maple – Saskatoon","Rt","talus"
"2974","ICHmk4/Rt20","Spotted saxifrage – Clad lichen","Rt","talus"
"2975","ICHmk4/Vh01","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"2976","ICHmk4/Vh01.1","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"2977","ICHmk4/Vh01.2","Cow parsnip – Fireweed – Bluejoint","Vh","avalanche herb"
"2978","ICHmk4/Vh03","Lady fern – Hellebore – Valerian","Vh","avalanche herb"
"2979","ICHmk4/Vh11","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"2980","ICHmk4/Vs01","Sitka alder – Lady fern","Vs","avalanche shrub"
"2981","ICHmk4/Vs01.1","Sitka alder – Lady fern","Vs","avalanche shrub"
"2982","ICHmk4/Vs01.2","Sitka alder – Spiny wood fern","Vs","avalanche shrub"
"2983","ICHmk4/Vs02","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"2984","ICHmk4/Vs04","Sitka alder – Devil's club – Oak fern","Vs","avalanche shrub"
"2985","ICHmk4/Vs10","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2986","ICHmk4/Vs10.1","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2987","ICHmk4/Vs10.2","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2988","ICHmk4/Vs11","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2989","ICHmk4/Vs12","Huckleberry – Rhododendron – Fireweed","Vs","avalanche shrub"
"2990","ICHmk4/Vs14","Saskatoon – Snowberry – Strawberry","Vs","avalanche shrub"
"2991","ICHmk4/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"2992","ICHmk4/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"2993","ICHmk4/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"2994","ICHmk4/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"2995","ICHmk4/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"2996","ICHmk4/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"2997","ICHmk4/Wm04","Common spikerush","Wm","wetland marsh"
"2998","ICHmk4/Wm05","Cattail","Wm","wetland marsh"
"2999","ICHmk4/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"3000","ICHmk4/Wm15","Bluejoint – Water sedge","Wm","wetland marsh"
"3001","ICHmk4/Ws02","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"3002","ICHmk4/Ws03","Bebb's willow – Bluejoint","Ws","wetland swamp"
"3003","ICHmk4/Ws06","Sitka willow – Sitka sedge","Ws","wetland swamp"
"3004","ICHmk4/Ws07","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"3005","ICHmk4/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"3006","ICHmk4/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"3007","ICHmk5/101","CwSxw – Falsebox",NA,NA
"3008","ICHmk5/102","Fd – Juniper – Douglas' maple",NA,NA
"3009","ICHmk5/103","Fd – Juniper – Pinegrass – Showy aster",NA,NA
"3010","ICHmk5/104","Fd – Pinegrass – Showy aster",NA,NA
"3011","ICHmk5/110","CwSxw – Devil's club – Oak fern",NA,NA
"3012","ICHmk5/111","SxwBl – Dogwood – Sarsaparilla",NA,NA
"3013","ICHmk5/112","SxwBl(Cw) – Horsetail",NA,NA
"3014","ICHmk5/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"3015","ICHmk5/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"3016","ICHmm/01","HwCw – Spruce – Step moss",NA,NA
"3017","ICHmm/02","CwSxw – Soopolallie",NA,NA
"3018","ICHmm/03","HwCw – Step moss",NA,NA
"3019","ICHmm/04","CwHw – Oak fern",NA,NA
"3020","ICHmm/05","CwHw – Devil's club – Oak fern",NA,NA
"3021","ICHmm/06","CwSxw – Devil's club – Horsetail",NA,NA
"3022","ICHmm/07","SbPl – Bog-laurel – Sphagnum",NA,NA
"3023","ICHmm/08","CwSxw – Skunk cabbage – Sphagnum",NA,NA
"3024","ICHmw1/01","HwCw – Falsebox – Feather moss",NA,NA
"3025","ICHmw1/02","Pl – Juniper – Twinflower",NA,NA
"3026","ICHmw1/03","HwCw – Falsebox – Pipecleaner moss",NA,NA
"3027","ICHmw1/04","CwFd – Soopolallie – Douglas' maple",NA,NA
"3028","ICHmw1/05","CwHw – Devil's club – Lady fern",NA,NA
"3029","ICHmw1/06","CwHw – Oval-leaved blueberry – Oak fern",NA,NA
"3030","ICHmw1/07","CwHw – Horsetail",NA,NA
"3031","ICHmw1/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"3032","ICHmw1/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"3033","ICHmw2/101","HwCw – Falsebox",NA,NA
"3034","ICHmw2/102","Fd(Pl) – Falsebox – Pinegrass",NA,NA
"3035","ICHmw2/103","Fd – Douglas' maple – Falsebox",NA,NA
"3036","ICHmw2/104","FdCw – Falsebox – Prince's pine","IN","insolation"
"3037","ICHmw2/110","CwHw – Oak fern",NA,NA
"3038","ICHmw2/111","CwHw – Devil's club – Lady fern",NA,NA
"3039","ICHmw2/111.1","CwHw – Devil's club – Lady fern",NA,NA
"3040","ICHmw2/111.2","CwHw – Lady fern – Oak fern",NA,NA
"3041","ICHmw2/112","Sxw(Hw) – Huckleberry – Oak fern","FR","frost"
"3042","ICHmw2/113","CwHw – Horsetail – Lady fern",NA,NA
"3043","ICHmw2/114","CwSxw – Skunk cabbage",NA,NA
"3044","ICHmw2/Fl01","Mountain alder – Common horsetail","Fl","low fluvial bench"
"3045","ICHmw2/Fl02","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"3046","ICHmw2/Fl04","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"3047","ICHmw2/Fl06","Sandbar willow – Scouring-rush","Fl","low fluvial bench"
"3048","ICHmw2/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"3049","ICHmw2/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"3050","ICHmw2/Fm04","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"3051","ICHmw2/Gb03","Ninebark – Oceanspray – Bluebunch wheatgrass","Gb","brushland"
"3052","ICHmw2/Gg11","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"3053","ICHmw2/Ro05","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"3054","ICHmw2/Ro05.1","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"3055","ICHmw2/Ro09","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"3056","ICHmw2/Ro09.1","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"3057","ICHmw2/Ro09.2","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"3058","ICHmw2/Ro10","Huckleberry – Rock moss – Haircap moss","Ro","rocky outcrop"
"3059","ICHmw2/Rt01","Rocktripe – Green map","Rt","talus"
"3060","ICHmw2/Rt02","Rock moss – Clad lichen","Rt","talus"
"3061","ICHmw2/Rt03","Raspberry – Feather moss – Clad lichen","Rt","talus"
"3062","ICHmw2/Vh01","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"3063","ICHmw2/Vh01.1","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"3064","ICHmw2/Vh01.2","Cow parsnip – Fireweed – Bluejoint","Vh","avalanche herb"
"3065","ICHmw2/Vh03","Lady fern – Hellebore – Valerian","Vh","avalanche herb"
"3066","ICHmw2/Vh11","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"3067","ICHmw2/Vs01","Sitka alder – Lady fern","Vs","avalanche shrub"
"3068","ICHmw2/Vs01.1","Sitka alder – Lady fern","Vs","avalanche shrub"
"3069","ICHmw2/Vs01.2","Sitka alder – Spiny wood fern","Vs","avalanche shrub"
"3070","ICHmw2/Vs02","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"3071","ICHmw2/Vs04","Sitka alder – Devil's club – Oak fern","Vs","avalanche shrub"
"3072","ICHmw2/Vs10","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"3073","ICHmw2/Vs10.1","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"3074","ICHmw2/Vs10.2","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"3075","ICHmw2/Vs11","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"3076","ICHmw2/Vs12","Huckleberry – Rhododendron – Fireweed","Vs","avalanche shrub"
"3077","ICHmw2/Vs14","Saskatoon – Snowberry – Strawberry","Vs","avalanche shrub"
"3078","ICHmw2/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"3079","ICHmw2/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"3080","ICHmw2/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"3081","ICHmw2/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"3082","ICHmw2/Wm04","Common spikerush","Wm","wetland marsh"
"3083","ICHmw2/Wm05","Cattail","Wm","wetland marsh"
"3084","ICHmw2/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"3085","ICHmw2/Wm09","Inflated sedge","Wm","wetland marsh"
"3086","ICHmw2/Wm15","Bluejoint – Water sedge","Wm","wetland marsh"
"3087","ICHmw2/Ws01","Mountain alder – Skunk cabbage – Lady fern","Ws","wetland swamp"
"3088","ICHmw2/Ws02","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"3089","ICHmw2/Ws06","Sitka willow – Sitka sedge","Ws","wetland swamp"
"3090","ICHmw2/Ws10","CwSxw – Skunk cabbage","Ws","wetland swamp"
"3091","ICHmw3/01","HwCw – Falsebox – Feather moss",NA,NA
"3092","ICHmw3/01$YC","HwCw – Feather moss",NA,NA
"3093","ICHmw3/02","Fd – Juniper – Cladina",NA,NA
"3094","ICHmw3/03","Fd – Pinegrass – Feather moss",NA,NA
"3095","ICHmw3/04","CwFd – Soopolallie – Twinflower",NA,NA
